20201217121646,10.0.0.2,40990,10.0.0.1,5001,3,0.0-1.0,124241460,993931680
20201217121646,10.0.0.3,49864,10.0.0.1,5001,3,0.0-1.0,124212060,993696480
20201217121646,10.0.0.5,33199,10.0.0.1,5001,3,0.0-1.0,110175030,881400240
20201217121646,10.0.0.4,54597,10.0.0.1,5001,3,0.0-1.0,96464340,771714720
20201217121647,10.0.0.3,49864,10.0.0.1,5001,3,1.0-2.0,102459000,819672000
20201217121647,10.0.0.4,54597,10.0.0.1,5001,3,1.0-2.0,84769020,678152160
20201217121647,10.0.0.2,40990,10.0.0.1,5001,3,1.0-2.0,115318560,922548480
20201217121647,10.0.0.5,33199,10.0.0.1,5001,3,1.0-2.0,88955580,711644640
20201217121648,10.0.0.4,54597,10.0.0.1,5001,3,2.0-3.0,94322550,754580400
20201217121648,10.0.0.2,40990,10.0.0.1,5001,3,2.0-3.0,103981920,831855360
20201217121648,10.0.0.3,49864,10.0.0.1,5001,3,2.0-3.0,100287810,802302480
20201217121648,10.0.0.5,33199,10.0.0.1,5001,3,2.0-3.0,87889830,703118640
20201217121649,10.0.0.3,49864,10.0.0.1,5001,3,3.0-4.0,101835720,814685760
20201217121649,10.0.0.4,54597,10.0.0.1,5001,3,3.0-4.0,94590090,756720720
20201217121649,10.0.0.2,40990,10.0.0.1,5001,3,3.0-4.0,104885970,839087760
20201217121649,10.0.0.5,33199,10.0.0.1,5001,3,3.0-4.0,90038970,720311760
20201217121650,10.0.0.3,49864,10.0.0.1,5001,3,4.0-5.0,115130400,921043200
20201217121650,10.0.0.5,33199,10.0.0.1,5001,3,4.0-5.0,104681640,837453120
20201217121650,10.0.0.4,54597,10.0.0.1,5001,3,4.0-5.0,88995270,711962160
20201217121650,10.0.0.2,40990,10.0.0.1,5001,3,4.0-5.0,101434410,811475280
20201217121651,10.0.0.4,54597,10.0.0.1,5001,3,5.0-6.0,89356890,714855120
20201217121651,10.0.0.3,49864,10.0.0.1,5001,3,5.0-6.0,99435210,795481680
20201217121651,10.0.0.2,40990,10.0.0.1,5001,3,5.0-6.0,91129710,729037680
20201217121651,10.0.0.5,33199,10.0.0.1,5001,3,5.0-6.0,94573920,756591360
20201217121652,10.0.0.3,49864,10.0.0.1,5001,3,6.0-7.0,95242770,761942160
20201217121652,10.0.0.4,54597,10.0.0.1,5001,3,6.0-7.0,87409140,699273120
20201217121652,10.0.0.5,33199,10.0.0.1,5001,3,6.0-7.0,71547840,572382720
20201217121652,10.0.0.2,40990,10.0.0.1,5001,3,6.0-7.0,90097770,720782160
20201217121653,10.0.0.3,49864,10.0.0.1,5001,3,7.0-8.0,108465420,867723360
20201217121653,10.0.0.2,40990,10.0.0.1,5001,3,7.0-8.0,124794180,998353440
20201217121653,10.0.0.4,54597,10.0.0.1,5001,3,7.0-8.0,90252120,722016960
20201217121653,10.0.0.5,33199,10.0.0.1,5001,3,7.0-8.0,103255740,826045920
20201217121654,10.0.0.2,40990,10.0.0.1,5001,3,8.0-9.0,143435250,1147482000
20201217121654,10.0.0.3,49864,10.0.0.1,5001,3,8.0-9.0,152574240,1220593920
20201217121654,10.0.0.5,33199,10.0.0.1,5001,3,8.0-9.0,122784690,982277520
20201217121654,10.0.0.4,54597,10.0.0.1,5001,3,8.0-9.0,148694910,1189559280
20201217121655,10.0.0.4,54597,10.0.0.1,5001,3,9.0-10.0,125001450,1000011600
20201217121657,10.0.0.3,49864,10.0.0.1,5001,3,0.0-10.0,1124641140,899704724
20201217121657,10.0.0.2,40990,10.0.0.1,5001,3,0.0-10.0,1124320680,899445031
20201217121657,10.0.0.4,54597,10.0.0.1,5001,3,0.0-10.0,999855780,799876225
20201217121657,10.0.0.5,33199,10.0.0.1,5001,3,0.0-10.0,998901750,799115966
