20201217230544,10.0.0.2,52660,10.0.0.1,5001,3,0.0-1.0,1252440,10019520
20201217230545,10.0.0.2,52660,10.0.0.1,5001,3,1.0-2.0,1249500,9996000
20201217230546,10.0.0.2,52660,10.0.0.1,5001,3,2.0-3.0,1249500,9996000
20201217230547,10.0.0.2,52660,10.0.0.1,5001,3,3.0-4.0,1250970,10007760
20201217230548,10.0.0.2,52660,10.0.0.1,5001,3,4.0-5.0,1249500,9996000
20201217230549,10.0.0.2,52660,10.0.0.1,5001,3,5.0-6.0,1249500,9996000
20201217230550,10.0.0.2,52660,10.0.0.1,5001,3,6.0-7.0,1250970,10007760
20201217230551,10.0.0.2,52660,10.0.0.1,5001,3,7.0-8.0,1249500,9996000
20201217230552,10.0.0.2,52660,10.0.0.1,5001,3,8.0-9.0,1250970,10007760
20201217230552,10.0.0.3,32982,10.0.0.1,5001,3,0.0-1.0,1252440,10019520
20201217230553,10.0.0.2,52660,10.0.0.1,5001,3,9.0-10.0,1249500,9996000
20201217230553,10.0.0.2,52660,10.0.0.1,5001,3,0.0-10.0,12502350,9999964
20201217230553,10.0.0.3,32982,10.0.0.1,5001,3,1.0-2.0,1249500,9996000
20201217230554,10.0.0.3,32982,10.0.0.1,5001,3,2.0-3.0,1249500,9996000
20201217230555,10.0.0.3,32982,10.0.0.1,5001,3,3.0-4.0,1250970,10007760
20201217230556,10.0.0.3,32982,10.0.0.1,5001,3,4.0-5.0,1249500,9996000
20201217230557,10.0.0.3,32982,10.0.0.1,5001,3,5.0-6.0,1249500,9996000
20201217230558,10.0.0.3,32982,10.0.0.1,5001,3,6.0-7.0,1250970,10007760
20201217230559,10.0.0.3,32982,10.0.0.1,5001,3,7.0-8.0,1249500,9996000
20201217230600,10.0.0.4,54209,10.0.0.1,5001,3,0.0-1.0,1252440,10019520
20201217230600,10.0.0.3,32982,10.0.0.1,5001,3,8.0-9.0,1250970,10007760
20201217230601,10.0.0.3,32982,10.0.0.1,5001,3,9.0-10.0,1249500,9996000
20201217230601,10.0.0.3,32982,10.0.0.1,5001,3,0.0-10.0,12502350,9999987
20201217230601,10.0.0.4,54209,10.0.0.1,5001,3,1.0-2.0,1249500,9996000
20201217230602,10.0.0.4,54209,10.0.0.1,5001,3,2.0-3.0,1249500,9996000
