20201212215531,10.0.0.1,5001,10.0.0.4,47578,3,0.0-0.1,1470,89406,0.000,890,891,99.888,0
20201212221011,10.0.0.1,5001,10.0.0.26,43927,4,0.0-10.0,1312710,1054685,0.010,0,893,0.000,1
20201212221051,10.0.0.1,5001,10.0.0.27,39495,3,0.0-10.0,1312710,1055240,0.006,0,893,0.000,1
20201212221132,10.0.0.1,5001,10.0.0.28,57069,4,0.0-10.0,1312710,1055198,0.006,0,893,0.000,3
20201212221212,10.0.0.1,5001,10.0.0.29,48486,3,0.0-10.0,1312710,1054725,0.009,0,893,0.000,4
20201212221252,10.0.0.1,5001,10.0.0.30,46244,4,0.0-10.0,1312710,1054459,0.013,0,893,0.000,2
20201212221332,10.0.0.1,5001,10.0.0.31,38065,3,0.0-10.0,1312710,1054432,0.007,0,893,0.000,2
20201212221412,10.0.0.1,5001,10.0.0.32,48375,4,0.0-10.0,1312710,1054744,0.005,0,893,0.000,2
20201212221452,10.0.0.1,5001,10.0.0.33,56564,3,0.0-9.9,1312710,1056010,0.007,0,893,0.000,5
20201212221812,10.0.0.1,5001,10.0.0.38,45880,4,0.0-10.0,1312710,1054924,0.004,0,893,0.000,3
20201212221852,10.0.0.1,5001,10.0.0.39,35623,3,0.0-10.0,1312710,1054547,0.009,0,893,0.000,2
20201212221932,10.0.0.1,5001,10.0.0.40,43763,4,0.0-10.0,1312710,1055061,0.005,0,893,0.000,4
20201212222012,10.0.0.1,5001,10.0.0.41,37515,3,0.0-9.9,1312710,1055945,0.006,0,893,0.000,4
20201212222052,10.0.0.1,5001,10.0.0.42,44802,4,0.0-10.0,1312710,1055127,0.004,0,893,0.000,1
20201212222132,10.0.0.1,5001,10.0.0.43,33977,3,0.0-9.9,1312710,1055867,0.004,0,893,0.000,2
20201212222212,10.0.0.1,5001,10.0.0.44,34097,4,0.0-9.9,1312710,1055741,0.015,0,893,0.000,1
20201212222252,10.0.0.1,5001,10.0.0.45,55334,3,0.0-10.0,1312710,1054927,0.005,0,893,0.000,3
20201212222332,10.0.0.1,5001,10.0.0.46,54534,4,0.0-9.9,1312710,1055574,0.012,0,893,0.000,3
20201212222412,10.0.0.1,5001,10.0.0.47,55149,3,0.0-9.9,1312710,1055877,0.008,0,893,0.000,4
20201212222452,10.0.0.1,5001,10.0.0.48,57130,4,0.0-10.0,1312710,1054747,0.003,0,893,0.000,3
20201212222532,10.0.0.1,5001,10.0.0.49,60399,3,0.0-10.0,1312710,1054218,0.010,0,893,0.000,3
20201212222612,10.0.0.1,5001,10.0.0.50,37861,4,0.0-10.0,1312710,1054878,0.010,0,893,0.000,4
20201212222652,10.0.0.1,5001,10.0.0.51,36786,3,0.0-9.9,1312710,1056001,0.008,0,893,0.000,3
20201212222732,10.0.0.1,5001,10.0.0.52,46821,4,0.0-10.0,1312710,1055359,0.005,0,893,0.000,2
20201212224853,10.0.0.1,5001,10.0.0.84,53482,3,0.0-9.9,1312710,1056310,0.015,0,893,0.000,3
20201212224933,10.0.0.1,5001,10.0.0.85,56873,4,0.0-9.9,1312710,1055606,0.007,0,893,0.000,4
20201212225013,10.0.0.1,5001,10.0.0.86,55766,3,0.0-9.9,1312710,1057367,0.008,0,893,0.000,6
20201212225054,10.0.0.1,5001,10.0.0.87,36728,4,0.0-9.9,1312710,1056764,0.011,0,893,0.000,3
20201212225133,10.0.0.1,5001,10.0.0.88,40224,3,0.0-9.9,1312710,1056698,0.007,0,893,0.000,5
20201212225214,10.0.0.1,5001,10.0.0.89,57802,4,0.0-9.9,1312710,1055930,0.011,0,893,0.000,4
20201212225254,10.0.0.1,5001,10.0.0.90,38865,3,0.0-9.9,1312710,1055462,0.009,0,893,0.000,1
20201212225334,10.0.0.1,5001,10.0.0.91,33025,4,0.0-10.0,1312710,1055282,0.013,0,893,0.000,3
20201212225414,10.0.0.1,5001,10.0.0.92,53866,3,0.0-9.9,1312710,1055767,0.007,0,893,0.000,3
20201212225454,10.0.0.1,5001,10.0.0.93,48576,4,0.0-9.9,1312710,1056596,0.010,0,893,0.000,4
20201212225534,10.0.0.1,5001,10.0.0.94,33938,3,0.0-9.9,1312710,1056163,0.009,0,893,0.000,3
20201212225614,10.0.0.1,5001,10.0.0.95,36268,4,0.0-9.9,1312710,1065346,0.012,0,893,0.000,6
20201212225654,10.0.0.1,5001,10.0.0.96,50466,3,0.0-9.9,1312710,1056179,0.013,0,893,0.000,4
20201212225734,10.0.0.1,5001,10.0.0.97,58389,4,0.0-9.9,1312710,1057749,0.009,0,893,0.000,4
20201212225814,10.0.0.1,5001,10.0.0.98,50333,3,0.0-9.9,1312710,1059000,0.009,0,893,0.000,4
20201212231855,10.0.0.1,5001,10.0.0.129,49777,4,0.0-9.3,1312710,1127548,0.004,0,893,0.000,62
20201212233216,10.0.0.1,5001,10.0.0.149,53771,3,0.0-3.9,648270,1333473,0.006,452,893,50.616,89
20201212233416,10.0.0.1,5001,10.0.0.152,47793,4,0.0-10.0,1312710,1054476,0.009,0,893,0.000,2
20201212233456,10.0.0.1,5001,10.0.0.153,59585,3,0.0-9.9,1312710,1055800,0.017,0,893,0.000,1
20201212233536,10.0.0.1,5001,10.0.0.154,39364,4,0.0-9.9,1312710,1056293,0.005,0,893,0.000,3
20201212233616,10.0.0.1,5001,10.0.0.155,47960,3,0.0-9.9,1312710,1056209,0.003,0,893,0.000,4
20201212233656,10.0.0.1,5001,10.0.0.156,33008,4,0.0-9.9,1312710,1056674,0.010,0,893,0.000,1
20201212233736,10.0.0.1,5001,10.0.0.157,56062,3,0.0-9.9,1312710,1055658,0.008,0,893,0.000,3
20201212233816,10.0.0.1,5001,10.0.0.158,45314,4,0.0-10.0,1312710,1054810,0.004,0,893,0.000,2
20201212233856,10.0.0.1,5001,10.0.0.159,35596,3,0.0-10.0,1312710,1055235,0.006,0,893,0.000,3
20201212233936,10.0.0.1,5001,10.0.0.160,55442,4,0.0-9.9,1312710,1063336,0.006,0,893,0.000,10
20201212234016,10.0.0.1,5001,10.0.0.161,43480,3,0.0-10.0,1312710,1054370,0.009,0,893,0.000,3
20201212234056,10.0.0.1,5001,10.0.0.162,51269,4,0.0-10.0,1312710,1055136,0.006,0,893,0.000,2
20201212234136,10.0.0.1,5001,10.0.0.163,51676,3,0.0-10.0,1312710,1054811,0.004,0,893,0.000,3
20201212234216,10.0.0.1,5001,10.0.0.164,42983,4,0.0-10.0,1312710,1054426,0.003,0,893,0.000,3
20201212234256,10.0.0.1,5001,10.0.0.165,39929,3,0.0-10.0,1312710,1054620,0.003,0,893,0.000,0
20201212234336,10.0.0.1,5001,10.0.0.166,55524,4,0.0-10.0,1312710,1054764,0.011,0,893,0.000,3
20201212234416,10.0.0.1,5001,10.0.0.167,47468,3,0.0-10.0,1312710,1054437,0.005,0,893,0.000,2
20201212234456,10.0.0.1,5001,10.0.0.168,44933,4,0.0-10.0,1312710,1054932,0.007,0,893,0.000,2
20201212234536,10.0.0.1,5001,10.0.0.169,59060,3,0.0-10.0,1312710,1055265,0.007,0,893,0.000,3
20201212234616,10.0.0.1,5001,10.0.0.170,34933,4,0.0-9.9,1312710,1055670,0.009,0,893,0.000,4
20201212234656,10.0.0.1,5001,10.0.0.171,49135,3,0.0-9.9,1312710,1055626,0.004,0,893,0.000,2
20201212234737,10.0.0.1,5001,10.0.0.172,35678,4,0.0-9.9,1312710,1055592,62.506,0,893,0.000,3
20201212234817,10.0.0.1,5001,10.0.0.173,33560,3,0.0-10.0,1312710,1054651,0.010,0,893,0.000,2
20201212234857,10.0.0.1,5001,10.0.0.174,56922,4,0.0-10.0,1312710,1055148,0.005,0,893,0.000,3
20201212234937,10.0.0.1,5001,10.0.0.175,44398,3,0.0-9.9,1312710,1055459,0.007,0,893,0.000,3
20201212235017,10.0.0.1,5001,10.0.0.176,45705,4,0.0-10.0,1312710,1055300,0.008,0,893,0.000,3
20201212235057,10.0.0.1,5001,10.0.0.177,56320,3,0.0-9.9,1312710,1055552,0.008,0,893,0.000,3
20201212235137,10.0.0.1,5001,10.0.0.178,40442,4,0.0-10.0,1312710,1054941,0.010,0,893,0.000,3
20201212235217,10.0.0.1,5001,10.0.0.179,50250,3,0.0-10.0,1312710,1055137,0.007,0,893,0.000,3
20201212235257,10.0.0.1,5001,10.0.0.180,51036,4,0.0-10.0,1312710,1054843,0.008,0,893,0.000,4
20201212235337,10.0.0.1,5001,10.0.0.181,58727,3,0.0-9.9,1312710,1055576,0.005,0,893,0.000,4
20201212235417,10.0.0.1,5001,10.0.0.182,56017,4,0.0-10.0,1312710,1055347,0.009,0,893,0.000,3
20201212235457,10.0.0.1,5001,10.0.0.183,55966,3,0.0-10.0,1312710,1055120,0.011,0,893,0.000,3
20201212235537,10.0.0.1,5001,10.0.0.184,53835,4,0.0-10.0,1312710,1054528,0.005,0,893,0.000,1
20201212235617,10.0.0.1,5001,10.0.0.185,35354,3,0.0-10.0,1312710,1054314,0.004,0,893,0.000,2
20201212235657,10.0.0.1,5001,10.0.0.186,35210,4,0.0-10.0,1312710,1055027,0.005,0,893,0.000,1
20201212235737,10.0.0.1,5001,10.0.0.187,52680,3,0.0-10.0,1312710,1055183,0.003,0,893,0.000,4
20201212235817,10.0.0.1,5001,10.0.0.188,37924,4,0.0-10.0,1312710,1054640,0.007,0,893,0.000,2
20201212235857,10.0.0.1,5001,10.0.0.189,58592,3,0.0-9.9,1312710,1056149,0.005,0,893,0.000,3
20201212235937,10.0.0.1,5001,10.0.0.190,58670,4,0.0-10.0,1312710,1055227,0.003,0,893,0.000,2
20201213000017,10.0.0.1,5001,10.0.0.191,48220,3,0.0-10.0,1312710,1054688,0.005,0,893,0.000,0
20201213000057,10.0.0.1,5001,10.0.0.192,37078,4,0.0-10.0,1312710,1054593,0.010,0,893,0.000,3
20201213000137,10.0.0.1,5001,10.0.0.193,49145,3,0.0-10.0,1312710,1054623,0.007,0,893,0.000,3
20201213000217,10.0.0.1,5001,10.0.0.194,56494,4,0.0-10.0,1312710,1054687,0.009,0,893,0.000,0
20201213000257,10.0.0.1,5001,10.0.0.195,52088,3,0.0-10.0,1312710,1054696,0.004,0,893,0.000,1
20201213000337,10.0.0.1,5001,10.0.0.196,41338,4,0.0-10.0,1312710,1053839,0.005,0,893,0.000,3
20201213000417,10.0.0.1,5001,10.0.0.197,52747,3,0.0-10.0,1312710,1054385,0.006,0,893,0.000,2
20201213000457,10.0.0.1,5001,10.0.0.198,50235,4,0.0-10.0,1312710,1054689,0.007,0,893,0.000,1
20201213000537,10.0.0.1,5001,10.0.0.199,40754,3,0.0-10.0,1312710,1054844,0.005,0,893,0.000,0
20201213000617,10.0.0.1,5001,10.0.0.200,41525,4,0.0-10.0,1312710,1055211,0.008,0,893,0.000,2
20201213000657,10.0.0.1,5001,10.0.0.201,49551,3,0.0-10.0,1312710,1054747,0.008,0,893,0.000,3
20201213000737,10.0.0.1,5001,10.0.0.202,44730,4,0.0-9.9,1312710,1056035,0.006,0,893,0.000,2
20201213000818,10.0.0.1,5001,10.0.0.203,42792,3,0.0-8.7,1281840,1174081,62.506,21,893,2.352,89
20201213000858,10.0.0.1,5001,10.0.0.204,52543,4,0.0-10.0,1312710,1055270,0.002,0,893,0.000,3
20201213000938,10.0.0.1,5001,10.0.0.205,47155,3,0.0-9.9,1312710,1062049,0.006,0,893,0.000,9
20201213001018,10.0.0.1,5001,10.0.0.206,54780,4,0.0-10.0,1312710,1054850,0.002,0,893,0.000,3
20201213001058,10.0.0.1,5001,10.0.0.207,32802,3,0.0-10.0,1312710,1054663,0.013,0,893,0.000,2
20201213001138,10.0.0.1,5001,10.0.0.208,32990,4,0.0-10.0,1312710,1054484,0.008,0,893,0.000,2
20201213001218,10.0.0.1,5001,10.0.0.209,39742,3,0.0-9.9,1312710,1056714,0.008,0,893,0.000,3
20201213001258,10.0.0.1,5001,10.0.0.210,58940,4,0.0-10.0,1312710,1055332,0.007,0,893,0.000,2
20201213001338,10.0.0.1,5001,10.0.0.211,53259,3,0.0-10.0,1312710,1054758,0.008,0,893,0.000,3
20201213001418,10.0.0.1,5001,10.0.0.212,39836,4,0.0-10.0,1312710,1054531,0.009,0,893,0.000,0
20201213001458,10.0.0.1,5001,10.0.0.213,33729,3,0.0-10.0,1312710,1054782,0.008,0,893,0.000,3
20201213001538,10.0.0.1,5001,10.0.0.214,41645,4,0.0-10.0,1312710,1054758,0.003,0,893,0.000,1
20201213001618,10.0.0.1,5001,10.0.0.215,44008,3,0.0-10.0,1312710,1055362,0.007,0,893,0.000,3
20201213001658,10.0.0.1,5001,10.0.0.216,42593,4,0.0-10.0,1312710,1055204,0.004,0,893,0.000,3
20201213001738,10.0.0.1,5001,10.0.0.217,34462,3,0.0-10.0,1312710,1054582,0.004,0,893,0.000,1
20201213001818,10.0.0.1,5001,10.0.0.218,48058,4,0.0-10.0,1312710,1054967,0.010,0,893,0.000,2
20201213001858,10.0.0.1,5001,10.0.0.219,57291,3,0.0-10.0,1312710,1055379,0.006,0,893,0.000,2
20201213001938,10.0.0.1,5001,10.0.0.220,47521,4,0.0-10.0,1312710,1054610,0.008,0,893,0.000,2
20201213002018,10.0.0.1,5001,10.0.0.221,50585,3,0.0-10.0,1312710,1055165,0.010,0,893,0.000,3
20201213002058,10.0.0.1,5001,10.0.0.222,60134,4,0.0-10.0,1312710,1055255,0.004,0,893,0.000,3
20201213002138,10.0.0.1,5001,10.0.0.223,50137,3,0.0-10.0,1312710,1054350,0.008,0,893,0.000,2
20201213002218,10.0.0.1,5001,10.0.0.224,35180,4,0.0-10.0,1312710,1055137,0.005,0,893,0.000,2
20201213002258,10.0.0.1,5001,10.0.0.225,35140,3,0.0-9.9,1312710,1055727,0.006,0,893,0.000,3
20201213002338,10.0.0.1,5001,10.0.0.226,34194,4,0.0-10.0,1312710,1054814,0.005,0,893,0.000,3
20201213002418,10.0.0.1,5001,10.0.0.227,41745,3,0.0-10.0,1312710,1054404,0.010,0,893,0.000,3
20201213002458,10.0.0.1,5001,10.0.0.228,57125,4,0.0-10.0,1312710,1054599,0.003,0,893,0.000,3
20201213002538,10.0.0.1,5001,10.0.0.229,50562,3,0.0-10.0,1312710,1054320,0.006,0,893,0.000,2
20201213002618,10.0.0.1,5001,10.0.0.230,57596,4,0.0-10.0,1312710,1054827,0.004,0,893,0.000,2
20201213002658,10.0.0.1,5001,10.0.0.231,40715,3,0.0-10.0,1312710,1054278,0.002,0,893,0.000,2
20201213002739,10.0.0.1,5001,10.0.0.232,49116,4,0.0-10.0,1312710,1054680,0.006,0,893,0.000,3
20201213002819,10.0.0.1,5001,10.0.0.233,47626,3,0.0-9.9,1312710,1055882,0.006,0,893,0.000,2
20201213002859,10.0.0.1,5001,10.0.0.234,39225,4,0.0-10.0,1312710,1054857,0.005,0,893,0.000,2
20201213002939,10.0.0.1,5001,10.0.0.235,35689,3,0.0-10.0,1312710,1054421,0.007,0,893,0.000,3
20201213003019,10.0.0.1,5001,10.0.0.236,37833,4,0.0-10.0,1312710,1054987,0.009,0,893,0.000,0
20201213003059,10.0.0.1,5001,10.0.0.237,53434,3,0.0-9.9,1312710,1055451,0.005,0,893,0.000,4
20201213003139,10.0.0.1,5001,10.0.0.238,49580,4,0.0-9.9,1312710,1055677,0.010,0,893,0.000,4
20201213003219,10.0.0.1,5001,10.0.0.239,36859,3,0.0-9.9,1312710,1055737,0.009,0,893,0.000,4
20201213003259,10.0.0.1,5001,10.0.0.240,60242,4,0.0-10.0,1312710,1055419,0.006,0,893,0.000,3
20201213003339,10.0.0.1,5001,10.0.0.241,51437,3,0.0-10.0,1312710,1055328,0.003,0,893,0.000,3
20201213003419,10.0.0.1,5001,10.0.0.242,59111,4,0.0-10.0,1312710,1054561,0.007,0,893,0.000,1
20201213003459,10.0.0.1,5001,10.0.0.243,43871,3,0.0-10.0,1312710,1054749,0.006,0,893,0.000,3
20201213003539,10.0.0.1,5001,10.0.0.244,43440,4,0.0-10.0,1312710,1054519,0.005,0,893,0.000,5
20201213003619,10.0.0.1,5001,10.0.0.245,57164,3,0.0-10.0,1312710,1054717,0.004,0,893,0.000,1
20201213003659,10.0.0.1,5001,10.0.0.246,56901,4,0.0-10.0,1312710,1054571,0.003,0,893,0.000,1
20201213003739,10.0.0.1,5001,10.0.0.247,60141,3,0.0-9.9,1312710,1055917,0.007,0,893,0.000,2
20201213003819,10.0.0.1,5001,10.0.0.248,53153,4,0.0-10.0,1312710,1054641,0.006,0,893,0.000,2
20201213003859,10.0.0.1,5001,10.0.0.249,59949,3,0.0-10.0,1312710,1055011,0.005,0,893,0.000,3
20201213003939,10.0.0.1,5001,10.0.0.250,41688,4,0.0-10.0,1312710,1054684,0.006,0,893,0.000,2
20201213004019,10.0.0.1,5001,10.0.0.251,52902,3,0.0-10.0,1312710,1055070,0.006,0,893,0.000,4
20201213004059,10.0.0.1,5001,10.0.0.252,35060,4,0.0-10.0,1311240,1053871,0.009,1,893,0.112,2
20201213004139,10.0.0.1,5001,10.0.0.253,55188,3,0.0-10.0,1312710,1054643,0.006,0,893,0.000,1
20201213004219,10.0.0.1,5001,10.0.0.254,33990,4,0.0-10.0,1312710,1053811,0.008,0,893,0.000,4
20201213004259,10.0.0.1,5001,10.0.0.255,34959,3,0.0-9.9,1312710,1055660,0.010,0,893,0.000,2
20201213004339,10.0.0.1,5001,10.0.1.0,54066,4,0.0-10.0,1312710,1054926,0.008,0,893,0.000,1
20201213004419,10.0.0.1,5001,10.0.1.1,39363,3,0.0-10.0,1312710,1054943,0.005,0,893,0.000,2
20201213004459,10.0.0.1,5001,10.0.1.2,38352,4,0.0-10.0,1312710,1054679,0.004,0,893,0.000,1
20201213004539,10.0.0.1,5001,10.0.1.3,35166,3,0.0-9.9,1312710,1056711,0.005,0,893,0.000,4
20201213004619,10.0.0.1,5001,10.0.1.4,57201,4,0.0-10.0,1312710,1055277,0.005,0,893,0.000,3
20201213004659,10.0.0.1,5001,10.0.1.5,42511,3,0.0-10.0,1312710,1054555,0.003,0,893,0.000,3
20201213004740,10.0.0.1,5001,10.0.1.6,50447,4,0.0-10.0,1312710,1055089,62.504,0,893,0.000,4
20201213004820,10.0.0.1,5001,10.0.1.7,56570,3,0.0-10.0,1312710,1055159,0.004,0,893,0.000,2
20201213004900,10.0.0.1,5001,10.0.1.8,47627,4,0.0-10.0,1312710,1054873,0.009,0,893,0.000,2
20201213004940,10.0.0.1,5001,10.0.1.9,47852,3,0.0-10.0,1312710,1054626,0.004,0,893,0.000,2
20201213005020,10.0.0.1,5001,10.0.1.10,33409,4,0.0-10.0,1312710,1054898,0.011,0,893,0.000,2
20201213005100,10.0.0.1,5001,10.0.1.11,44598,3,0.0-9.9,1312710,1055822,0.007,0,893,0.000,5
20201213005140,10.0.0.1,5001,10.0.1.12,50691,4,0.0-9.9,1312710,1055507,0.006,0,893,0.000,3
20201213005220,10.0.0.1,5001,10.0.1.13,59248,3,0.0-10.0,1312710,1055112,0.004,0,893,0.000,2
20201213005300,10.0.0.1,5001,10.0.1.14,36356,4,0.0-10.0,1312710,1054323,0.005,0,893,0.000,1
20201213005340,10.0.0.1,5001,10.0.1.15,40602,3,0.0-10.0,1312710,1054707,0.005,0,893,0.000,2
20201213005420,10.0.0.1,5001,10.0.1.16,45036,4,0.0-10.0,1312710,1054780,0.005,0,893,0.000,1
20201213005500,10.0.0.1,5001,10.0.1.17,52659,3,0.0-10.0,1312710,1054234,0.008,0,893,0.000,3
20201213005540,10.0.0.1,5001,10.0.1.18,58288,4,0.0-10.0,1312710,1055366,0.005,0,893,0.000,2
20201213005620,10.0.0.1,5001,10.0.1.19,58464,3,0.0-8.3,1223040,1181724,0.009,61,893,6.831,84
20201213005700,10.0.0.1,5001,10.0.1.20,42640,4,0.0-10.0,1312710,1054612,0.010,0,893,0.000,3
