20201211114227,10.0.0.2,35723,10.0.0.1,5001,3,0.0-1.0,1470,11757
20201211114227,10.0.0.3,34552,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.6,60536,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.8,46364,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.5,39086,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.7,41552,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.4,58916,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.9,43241,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.11,51016,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.10,45498,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.13,56703,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.12,60725,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.14,33124,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.15,49726,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.16,37772,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.17,49969,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.20,50404,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.18,34667,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.19,33924,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.21,35721,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.22,45693,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.23,52110,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.25,49045,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.27,44645,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.24,42959,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.28,58806,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.29,54536,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.26,60666,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.30,38395,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.31,54090,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.35,43120,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.32,60572,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.33,42526,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.36,55667,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.34,53680,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.37,48032,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.38,60572,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.40,44234,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.39,60301,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114227,10.0.0.41,59753,10.0.0.1,5001,3,0.0-1.0,2940,23520
20201211114228,10.0.0.3,34552,10.0.0.1,5001,3,0.0-2.0,2940,11755
20201211114228,10.0.0.6,60536,10.0.0.1,5001,3,0.0-2.0,2940,11759
20201211114228,10.0.0.7,41552,10.0.0.1,5001,3,0.0-2.0,2940,11759
20201211114228,10.0.0.8,46364,10.0.0.1,5001,3,0.0-2.0,2940,11759
20201211114228,10.0.0.4,58916,10.0.0.1,5001,3,0.0-2.0,2940,11759
20201211114228,10.0.0.9,43241,10.0.0.1,5001,3,0.0-2.0,2940,11759
20201211114228,10.0.0.5,39086,10.0.0.1,5001,3,0.0-2.0,2940,11759
20201211114228,10.0.0.11,51016,10.0.0.1,5001,3,0.0-2.0,2940,11759
20201211114228,10.0.0.10,45498,10.0.0.1,5001,3,0.0-2.0,2940,11759
20201211114228,10.0.0.12,60725,10.0.0.1,5001,3,0.0-2.0,2940,11753
20201211114228,10.0.0.14,33124,10.0.0.1,5001,3,0.0-2.0,2940,11758
20201211114228,10.0.0.13,56703,10.0.0.1,5001,3,0.0-2.0,2940,11757
20201211114228,10.0.0.15,49726,10.0.0.1,5001,3,0.0-2.0,2940,11758
20201211114228,10.0.0.16,37772,10.0.0.1,5001,3,0.0-2.0,2940,11758
20201211114228,10.0.0.18,34667,10.0.0.1,5001,3,0.0-2.0,2940,11792
20201211114228,10.0.0.19,33924,10.0.0.1,5001,3,0.0-2.0,2940,11761
20201211114228,10.0.0.17,49969,10.0.0.1,5001,3,0.0-2.0,2940,11742
20201211114228,10.0.0.21,35721,10.0.0.1,5001,3,0.0-2.0,2940,11731
20201211114228,10.0.0.20,50404,10.0.0.1,5001,3,0.0-2.0,2940,11758
20201211114228,10.0.0.22,45693,10.0.0.1,5001,3,0.0-2.0,2940,11759
